"","S1.1","S1.2","S1.3","S1.4","S1.5","S1.6","S1.7","S1.8","S1.9","S1.10","S1.11","S1.12","S1.13","S1.14","S1.15","S1.16","S1.17","S1.18","S2.1","S2.2","S2.3","S2.4","S2.5","S2.6","S2.7","S2.8","S2.9","S2.10","S2.11","S2.12","S2.13","S2.14","S2.15","S2.16","S2.17","S2.18","S3.1","S3.2","S3.3","S3.4","S3.5","S3.6","S3.7","S3.8","S3.9","S3.10","S3.11","S3.12","S3.13","S3.14","S3.15","S3.16","S3.17","S3.18","S4.1","S4.2","S4.3","S4.4","S4.5","S4.6","S4.7","S4.8","S4.9","S4.10","S4.11","S4.12","S4.13","S4.14","S4.15","S4.16","S4.17","S4.18","S5.1","S5.2","S5.3","S5.4","S5.5","S5.6","S5.7","S5.8","S5.9","S5.10","S5.11","S5.12","S5.13","S5.14","S5.15","S5.16","S5.17","S5.18"
"11",261.5050866,377.1325943,358.3210359,311.5166184,368.4485599,375.8661763,379.433382,403.1140798,396.5174991,395.474885,404.8147352,410.0758568,363.0482002,398.7467947,400.0606216,371.6469076,366.99354,409.4496168,50.52194336,91.33982459,131.4484654,72.65331923,121.354422,149.6564547,55.00994867,155.8118294,159.5973338,167.8674,138.3106442,177.5138861,147.135037,160.1771611,201.0843615,140.3217283,179.553541,193.9297611,115.4412051,102.2349862,133.8362019,116.5472275,123.8396116,168.3054736,147.3253084,111.3529769,147.2194786,134.4415794,112.2689869,120.5795324,164.4418424,119.6970327,126.7076018,179.0508946,123.2304569,130.998625,90.41552576,106.4978789,70.27377173,70.10713044,82.39284388,52.58981906,100.7716917,85.45277197,39.49770762,108.6782704,106.3265945,85.86203393,88.57382234,111.770731,91.21219579,106.2187417,95.86931712,77.15789373,39.28903764,79.31781127,92.63385682,116.6199001,132.6931971,146.8123118,140.4196974,120.5615935,103.8109425,51.42396735,33.79315352,72.04254522,53.90821038,113.1707739,80.39305029,132.3927918,85.0702518,91.11959055
"12",265.9691041,385.496873,363.4567191,312.1750642,368.1302292,378.3582168,379.0061886,402.6970846,397.1185196,395.9179534,405.3170034,410.918951,363.1258356,400.8392435,400.0412352,371.873583,366.3983043,410.3605229,52.18406664,92.98408247,133.5004881,74.39809539,121.7102411,148.4052005,56.06742373,156.1552669,160.0346112,169.0910384,157.6789392,172.909199,147.6241892,160.5477328,202.3800361,141.5529279,181.2149078,194.4515028,115.4461602,104.5914011,135.3902419,116.4897745,123.3860718,168.9280262,147.681595,112.189908,147.4375686,133.2022739,112.2194858,120.8542933,163.224648,119.8610366,127.7509953,180.5968781,124.373897,132.1486268,91.61361189,108.2603901,74.10580825,69.71868636,83.18830262,52.93911963,100.7189772,84.97383655,39.66401514,109.4950939,107.250038,86.83445045,88.33105968,112.1177211,91.96250722,106.3862882,95.96435856,76.96439883,38.97106721,80.79138579,94.15300545,117.2541879,133.1929215,147.0415755,139.9438691,121.509712,103.2136078,52.22529315,34.49938317,73.63444534,54.60720378,113.6488824,82.59657873,133.6438878,86.13145435,91.71962239
"13",268.3235801,384.2256204,364.1523902,313.7936379,368.2522388,379.3982088,380.1437085,405.0039957,397.5437737,396.5240203,406.6693135,410.9690187,364.2736202,400.2777892,401.4243184,371.5852397,365.5963587,410.5990755,54.68564246,94.8782891,135.1694024,74.13724487,124.3743626,150.7844292,57.13215024,156.479953,160.5742651,169.6968751,159.8884246,170.2022941,148.1484793,161.4854411,202.9421677,142.3957531,180.8715986,193.7597206,117.2004468,106.1147092,135.9890347,116.669994,124.4443251,170.8463803,148.0670767,112.1866557,149.7814206,134.4266988,111.4753709,121.2202143,163.9988528,119.4328629,127.6753741,180.1605575,124.7212774,132.6710691,91.79824357,108.0502799,74.5634711,70.51814083,82.315637,52.16915999,101.14152,85.3490047,39.94945401,109.8471716,106.9652765,86.8883699,87.82258945,113.0321401,91.48093065,105.6707401,95.5426126,76.11405842,39.60245082,82.29637877,93.44777897,117.5120576,133.2255981,146.7644926,141.5314777,120.8081213,104.4598231,51.77474157,36.06654905,74.14956255,54.16222403,114.5843464,83.14599447,133.6349759,86.16515475,92.25438403
"14",273.03419,387.7134678,365.5106935,314.2742791,370.2663949,379.5152745,382.3815625,405.9696937,399.3068115,398.6986327,408.5762456,411.9328136,365.4067171,403.3714657,402.5669115,373.151314,367.0506716,411.8801995,54.61577966,97.44869115,137.3705845,74.24942465,125.7479861,152.7153392,57.00380133,157.4758186,161.0727575,169.6753632,161.5976094,167.420171,148.1696074,161.2791735,203.3184834,142.1735463,180.6055452,195.0625528,118.5666655,107.3038147,138.3969718,117.506349,124.7912858,171.0518047,148.0705077,112.5509926,150.8274305,134.8865612,112.0021539,122.2780889,164.3359948,120.5795408,128.063582,181.1852418,124.8325838,131.7980062,93.16954296,111.4886049,75.89751804,70.69670534,82.67426509,52.79113974,101.9548731,85.28555335,39.76305077,110.7221028,106.6652861,87.10247121,89.28269624,113.1452251,92.01413023,106.6162167,96.2439159,76.78900741,39.53195076,81.36037299,93.46085006,118.2453199,133.3998803,147.7273743,141.1251517,121.8808285,104.2281549,53.21064038,35.48474976,74.35982542,54.31309369,114.5980786,82.99245995,135.2803572,86.52155441,92.18652123
"15",274.9183154,390.0468348,372.0730705,315.8264821,371.8222647,379.7878699,384.095483,407.6257183,399.4801183,399.8365862,409.8899428,413.5083655,365.4896119,403.0949483,402.2714132,375.7116394,367.5779661,413.0518234,53.17152942,98.67349074,137.2103694,75.26257971,124.5766173,151.6860702,55.78541059,157.0853394,160.586974,170.8325222,161.3769166,165.9029554,148.1976307,160.9854169,202.0997389,142.5343623,180.9597053,194.8567128,119.7484194,107.2248285,137.013833,117.5513032,124.1681412,169.5871458,147.6098422,112.1628805,149.6897061,133.2321341,111.9012859,122.5351317,164.1247765,119.1506668,127.9484054,181.4811956,125.0553956,133.0033737,92.31330957,110.8191542,76.95242306,70.21410016,82.95211043,52.35988536,100.7679204,84.90710501,39.86662665,110.3773112,107.414335,86.52822928,88.03821042,112.8798992,91.1688293,106.3380248,95.78873001,76.79240977,39.75542047,82.18670681,93.8067693,117.9334622,133.9387672,147.5414531,139.2870123,121.3381909,104.0724898,53.24226488,35.70252942,75.42541621,55.31125734,114.1612987,84.05544505,135.8706596,87.16944113,93.12669025
"16",281.7957927,397.8518752,375.3767529,320.7978695,377.5792284,387.3160406,389.6182579,412.9693897,406.124469,405.9324223,415.9142357,419.2584773,371.6835296,407.9160305,408.6984071,381.5096208,372.2190776,418.6570956,58.92912992,100.1622682,139.9899008,76.97318803,127.4244081,154.7222832,57.99084181,159.747722,163.4099793,171.6786072,162.9523805,163.7979432,149.2128054,162.3685231,204.0771463,143.7596224,183.4764492,196.9783469,120.9768914,108.8600203,138.9490232,117.7840982,125.4578863,171.6154423,148.413323,112.4717963,150.5289125,135.0032763,111.6965378,122.966297,164.5468286,119.8362652,128.6586927,181.3757203,125.5714721,134.233846,93.50401766,111.2203294,78.31925374,70.90437528,83.15858696,53.34740188,101.7278629,86.02274083,41.26194922,111.1671965,107.3984604,87.96286314,88.35080386,113.3789486,91.74072145,106.8668682,96.49650382,76.59614774,40.503854,83.10628756,94.17206231,119.8958414,134.3305213,148.6644449,141.7861844,122.5600201,104.9134334,53.54205662,35.83954667,75.12360472,55.67622371,115.5975084,84.71880473,136.1750577,87.29053596,93.48771505
"17",291.9236453,406.7125587,391.5047423,332.8745091,393.2029486,401.7837473,403.2190407,429.9603348,424.3181242,422.4580075,431.5849323,435.8022662,388.1509316,424.9907413,423.5507905,395.7751715,385.8492962,433.4153651,63.20927823,105.9301452,143.5931829,80.56367881,131.9981121,158.005922,62.197707,163.1813929,165.8383818,175.9575095,167.709842,164.9262402,153.5915795,166.8780016,208.0150976,147.3174736,187.5049409,202.0476677,123.499451,111.4930393,142.0347928,120.5972919,127.6231997,173.1188788,150.7917319,114.6987478,153.6185662,136.6500771,114.3198988,125.7091335,167.1017633,122.0470312,131.6042914,183.9984867,126.9309241,135.8164741,94.63610664,112.9107798,80.49855584,71.50021655,83.11546906,55.3768301,103.1921801,86.4619112,41.57485024,112.9994429,108.5168003,89.80072626,90.7459709,114.3962257,93.29151602,107.5385606,97.3864273,77.68312767,41.05150713,84.51511111,95.79710717,121.067354,137.0406504,149.5633321,142.2709551,123.7517825,106.7964777,54.8611418,37.50370413,76.7981384,56.21764467,116.0666082,85.65533242,137.6920087,88.72555868,94.71115903
"18",312.8072959,430.7579852,412.7825761,353.8431803,416.4623317,428.4381837,427.9434287,454.0367218,449.6223643,447.1290536,454.5708274,460.7587694,410.3058305,448.3339621,448.3604601,418.7530939,408.3725504,457.2396607,70.77633623,111.6319239,149.9517041,86.29539184,136.6347211,162.3132672,67.16381115,168.4953428,171.237075,181.19437,172.7800646,166.7888145,157.968692,171.0953203,212.8604129,151.006288,191.5507782,205.675117,125.596007,112.0801776,142.026571,120.1196075,128.7752839,174.6949156,151.1889393,115.3945565,153.8425456,137.1536507,115.3485846,126.5244883,167.1028465,122.2922364,131.7605339,184.4561512,128.0326635,135.9901994,95.67195493,113.3281198,81.36032722,71.19055182,83.94529218,54.25997034,102.3998362,86.49344703,40.59776447,112.5144161,108.8834696,88.93346009,89.64061762,113.59934,92.61613884,107.9319007,97.04433294,77.22550234,41.18460428,85.51003899,96.00682924,122.8127833,136.5077409,150.0267915,143.3241066,123.2149701,106.4542219,54.68394955,38.01841902,77.10505643,58.44994698,117.0141612,85.55646683,139.6100077,90.05542754,94.64720089
"19",353.2469229,472.3000949,451.6097313,394.0707753,463.4452443,477.251797,475.4342488,503.2975022,502.8705836,495.3095674,503.3829281,510.5236405,454.0774597,495.0614195,494.1476668,465.8214686,449.5701666,503.1896959,78.21963805,121.1969797,160.5585505,96.25608578,146.7788664,173.0704393,76.78392082,177.256515,179.8382888,190.7307872,182.9959257,170.7201015,168.0233224,179.9264244,221.4156508,159.674158,202.0687669,214.4749393,126.7510391,114.3606966,144.4166231,123.1057642,131.3723658,176.8399317,153.7049784,118.0406582,155.7356013,139.9602969,116.0193997,128.0386916,167.862475,124.3580032,133.1662896,186.3854754,130.5838604,138.2701601,95.94203904,113.6458539,82.47607362,72.02181977,84.01494785,54.27256998,102.735581,86.56805758,41.29273708,113.3734699,109.8940815,89.65887766,90.05282016,114.4584856,93.22068363,108.322312,97.57455523,77.8488617,41.31542558,86.29153552,96.58842954,122.5089232,135.7975044,151.2178149,143.3685221,124.1293429,107.1320658,55.10813061,38.46930327,77.29734109,58.74849758,117.8635267,86.51116207,139.0665605,90.15298274,95.33651797
"20",425.0797087,557.4610867,537.6039247,471.0784595,549.6728946,573.2076109,568.595362,596.7085869,602.8703123,584.4319445,596.5152581,604.537868,540.3426065,584.1059484,584.6825591,555.0395992,534.2281105,591.9834641,95.38253525,140.3512455,178.4686131,114.9170195,166.4875234,191.4879637,96.19172594,194.9253696,199.1228306,209.3828634,200.9735172,186.29259,187.8333995,198.315233,239.8981119,176.0468566,221.0287298,232.9495552,131.90314,118.9091582,147.8742441,127.3601184,134.610076,181.1744308,156.5025174,121.1468511,160.6343926,144.5078711,120.0907494,132.1521415,173.3001917,127.5359845,137.1543416,191.0336433,133.6077441,142.3190619,96.33608908,114.891913,83.48306182,73.01835832,85.01319687,55.17769198,103.8174032,87.2968793,42.78030685,113.9194758,110.5500969,89.94898494,90.30094865,114.638453,94.59689774,108.8553689,97.45288536,78.27408568,41.81735435,87.18787431,97.05807957,122.7250272,136.4704164,151.4349786,143.3374547,124.1861172,107.7651914,55.56886411,38.26281345,77.76526702,58.81052894,117.7767035,86.78612774,141.0579903,90.09497874,96.07950076
